pom,season,pom_s1count,pom_s3count
Ravi Bopara,2010,0,1
Ravi Bopara,2011,0,1
Ravi Bopara,2012,0,0
Ravi Bopara,2013,0,0
Ravi Bopara,2014,0,0
Ravi Bopara,2015,0,0
Ravi Bopara,2016,0,0
Ravi Bopara,2017,0,0
Ravi Bopara,2018,0,0
Ravi Bopara,2019,0,0
Ravi Bopara,2020,0,0
Ravi Bopara,2021,0,0
Ravi Bopara,2022,0,0
Ravi Bopara,2023,0,0
Ravi Bopara,2024,0,0
Ravichandran Ashwin,2008,0,0
Ravichandran Ashwin,2009,0,0
Ravichandran Ashwin,2010,1,1
Ravichandran Ashwin,2011,0,1
Ravichandran Ashwin,2012,0,1
Ravichandran Ashwin,2013,0,0
Ravichandran Ashwin,2014,0,0
Ravichandran Ashwin,2015,0,0
Ravichandran Ashwin,2016,0,0
Ravichandran Ashwin,2017,0,0
Ravichandran Ashwin,2018,0,0
Ravichandran Ashwin,2019,1,1
Ravichandran Ashwin,2020,1,2
Ravichandran Ashwin,2021,0,2
Ravichandran Ashwin,2022,1,2
Ravichandran Ashwin,2023,1,2
Ravichandran Ashwin,2024,1,3
Ravindra Jadeja,2008,0,0
Ravindra Jadeja,2009,0,0
Ravindra Jadeja,2010,0,0
Ravindra Jadeja,2011,0,0
Ravindra Jadeja,2012,1,1
Ravindra Jadeja,2013,2,3
Ravindra Jadeja,2014,3,6
Ravindra Jadeja,2015,1,6
Ravindra Jadeja,2016,0,4
Ravindra Jadeja,2017,0,1
Ravindra Jadeja,2018,1,1
Ravindra Jadeja,2019,0,1
Ravindra Jadeja,2020,1,2
Ravindra Jadeja,2021,2,3
Ravindra Jadeja,2022,0,3
Ravindra Jadeja,2023,3,5
Ravindra Jadeja,2024,2,5
Richard Levi,2008,0,0
Richard Levi,2009,0,0
Richard Levi,2010,0,0
Richard Levi,2011,0,0
Richard Levi,2012,1,1
Richard Levi,2013,0,1
Richard Levi,2014,0,1
Richard Levi,2015,0,0
Richard Levi,2016,0,0
Richard Levi,2017,0,0
Richard Levi,2018,0,0
Richard Levi,2019,0,0
Richard Levi,2020,0,0
Richard Levi,2021,0,0
Richard Levi,2022,0,0
Richard Levi,2023,0,0
Richard Levi,2024,0,0
Rilee Rossouw,2008,0,0
Rilee Rossouw,2009,0,0
Rilee Rossouw,2010,0,0
Rilee Rossouw,2011,0,0
Rilee Rossouw,2012,0,0
Rilee Rossouw,2013,0,0
Rilee Rossouw,2014,0,0
Rilee Rossouw,2015,0,0
Rilee Rossouw,2016,0,0
Rilee Rossouw,2017,0,0
Rilee Rossouw,2018,0,0
Rilee Rossouw,2019,0,0
Rilee Rossouw,2020,0,0
Rilee Rossouw,2021,0,0
Rilee Rossouw,2022,0,0
Rilee Rossouw,2023,1,1
Rilee Rossouw,2024,0,1
Rinku Singh,2008,0,0
Rinku Singh,2009,0,0
Rinku Singh,2010,0,0
Rinku Singh,2011,0,0
Rinku Singh,2012,0,0
Rinku Singh,2013,0,0
Rinku Singh,2014,0,0
Rinku Singh,2015,0,0
Rinku Singh,2016,0,0
Rinku Singh,2017,0,0
Rinku Singh,2018,0,0
Rinku Singh,2019,0,0
Rinku Singh,2020,0,0
Rinku Singh,2021,0,0
Rinku Singh,2022,1,1
Rinku Singh,2023,2,3
Rinku Singh,2024,0,3
Rishabh Pant,2008,0,0
Rishabh Pant,2009,0,0
Rishabh Pant,2010,0,0
Rishabh Pant,2011,0,0
Rishabh Pant,2012,0,0
Rishabh Pant,2013,0,0
Rishabh Pant,2014,0,0
Rishabh Pant,2015,0,0
Rishabh Pant,2016,1,1
Rishabh Pant,2017,1,2
Rishabh Pant,2018,1,3
Rishabh Pant,2019,3,5
Rishabh Pant,2020,0,4
Rishabh Pant,2021,0,3
Rishabh Pant,2022,0,0
Rishabh Pant,2023,0,0
Rishabh Pant,2024,2,2
Riyan Parag,2008,0,0
Riyan Parag,2009,0,0
Riyan Parag,2010,0,0
Riyan Parag,2011,0,0
Riyan Parag,2012,0,0
Riyan Parag,2013,0,0
Riyan Parag,2014,0,0
Riyan Parag,2015,0,0
Riyan Parag,2016,0,0
Riyan Parag,2017,0,0
Riyan Parag,2018,0,0
Riyan Parag,2019,0,0
Riyan Parag,2020,0,0
Riyan Parag,2021,0,0
Riyan Parag,2022,1,1
Riyan Parag,2023,0,1
Riyan Parag,2024,1,2
Robin Uthappa,2008,0,0
Robin Uthappa,2009,0,0
Robin Uthappa,2010,1,1
Robin Uthappa,2011,0,1
Robin Uthappa,2012,0,1
Robin Uthappa,2013,0,0
Robin Uthappa,2014,3,3
Robin Uthappa,2015,0,3
Robin Uthappa,2016,1,4
Robin Uthappa,2017,2,3
Robin Uthappa,2018,0,3
Robin Uthappa,2019,0,2
Robin Uthappa,2020,0,0
Robin Uthappa,2021,0,0
Robin Uthappa,2022,0,0
Robin Uthappa,2023,0,0
Robin Uthappa,2024,0,0
Rohit Sharma,2008,0,0
Rohit Sharma,2009,2,2
Rohit Sharma,2010,1,3
Rohit Sharma,2011,0,3
Rohit Sharma,2012,2,3
Rohit Sharma,2013,2,4
Rohit Sharma,2014,1,5
Rohit Sharma,2015,1,4
Rohit Sharma,2016,4,6
Rohit Sharma,2017,1,6
Rohit Sharma,2018,2,7
Rohit Sharma,2019,1,4
Rohit Sharma,2020,1,4
Rohit Sharma,2021,0,2
Rohit Sharma,2022,0,1
Rohit Sharma,2023,1,1
Rohit Sharma,2024,0,1
Romario Shepherd,2008,0,0
Romario Shepherd,2009,0,0
Romario Shepherd,2010,0,0
Romario Shepherd,2011,0,0
Romario Shepherd,2012,0,0
Romario Shepherd,2013,0,0
Romario Shepherd,2014,0,0
Romario Shepherd,2015,0,0
Romario Shepherd,2016,0,0
Romario Shepherd,2017,0,0
Romario Shepherd,2018,0,0
Romario Shepherd,2019,0,0
Romario Shepherd,2020,0,0
Romario Shepherd,2021,0,0
Romario Shepherd,2022,0,0
Romario Shepherd,2023,0,0
Romario Shepherd,2024,1,1
Ross Taylor,2008,0,0
Ross Taylor,2009,2,2
Ross Taylor,2010,0,2
Ross Taylor,2011,1,3
Ross Taylor,2012,0,1
Ross Taylor,2013,0,1
Ross Taylor,2014,0,0
Ross Taylor,2015,0,0
Ross Taylor,2016,0,0
Ross Taylor,2017,0,0
Ross Taylor,2018,0,0
Ross Taylor,2019,0,0
Ross Taylor,2020,0,0
Ross Taylor,2021,0,0
Ross Taylor,2022,0,0
Ross Taylor,2023,0,0
Ross Taylor,2024,0,0
Rusty Theron,2008,0,0
Rusty Theron,2009,0,0
Rusty Theron,2010,1,1
Rusty Theron,2011,0,1
Rusty Theron,2012,0,1
Rusty Theron,2013,0,0
Rusty Theron,2014,0,0
Rusty Theron,2015,0,0
Rusty Theron,2016,0,0
Rusty Theron,2017,0,0
Rusty Theron,2018,0,0
Rusty Theron,2019,0,0
Rusty Theron,2020,0,0
Rusty Theron,2021,0,0
Rusty Theron,2022,0,0
Rusty Theron,2023,0,0
Rusty Theron,2024,0,0
Ruturaj Gaikwad,2008,0,0
Ruturaj Gaikwad,2009,0,0
Ruturaj Gaikwad,2010,0,0
Ruturaj Gaikwad,2011,0,0
Ruturaj Gaikwad,2012,0,0
Ruturaj Gaikwad,2013,0,0
Ruturaj Gaikwad,2014,0,0
Ruturaj Gaikwad,2015,0,0
Ruturaj Gaikwad,2016,0,0
Ruturaj Gaikwad,2017,0,0
Ruturaj Gaikwad,2018,0,0
Ruturaj Gaikwad,2019,0,0
Ruturaj Gaikwad,2020,3,3
Ruturaj Gaikwad,2021,4,7
Ruturaj Gaikwad,2022,1,8
Ruturaj Gaikwad,2023,2,7
Ruturaj Gaikwad,2024,1,4
Ryan Harris,2008,0,0
Ryan Harris,2009,0,0
Ryan Harris,2010,1,1
Ryan Harris,2011,0,1
Ryan Harris,2012,0,1
Ryan Harris,2013,0,0
Ryan Harris,2014,0,0
Ryan Harris,2015,0,0
Ryan Harris,2016,0,0
Ryan Harris,2017,0,0
Ryan Harris,2018,0,0
Ryan Harris,2019,0,0
Ryan Harris,2020,0,0
Ryan Harris,2021,0,0
Ryan Harris,2022,0,0
Ryan Harris,2023,0,0
Ryan Harris,2024,0,0
Ryan McLaren,2008,0,0
Ryan McLaren,2009,0,0
Ryan McLaren,2010,1,1
Ryan McLaren,2011,0,1
Ryan McLaren,2012,0,1
Ryan McLaren,2013,0,0
Ryan McLaren,2014,0,0
Ryan McLaren,2015,0,0
Ryan McLaren,2016,0,0
Ryan McLaren,2017,0,0
Ryan McLaren,2018,0,0
Ryan McLaren,2019,0,0
Ryan McLaren,2020,0,0
Ryan McLaren,2021,0,0
Ryan McLaren,2022,0,0
Ryan McLaren,2023,0,0
Ryan McLaren,2024,0,0
S Badrinath,2008,0,0
S Badrinath,2009,1,1
S Badrinath,2010,0,1
S Badrinath,2011,0,1
S Badrinath,2012,0,0
S Badrinath,2013,0,0
S Badrinath,2014,0,0
S Badrinath,2015,0,0
S Badrinath,2016,0,0
S Badrinath,2017,0,0
S Badrinath,2018,0,0
S Badrinath,2019,0,0
S Badrinath,2020,0,0
S Badrinath,2021,0,0
S Badrinath,2022,0,0
S Badrinath,2023,0,0
S Badrinath,2024,0,0
Sachin Tendulkar,2008,0,0
Sachin Tendulkar,2009,2,2
Sachin Tendulkar,2010,4,6
Sachin Tendulkar,2011,1,7
Sachin Tendulkar,2012,0,5
Sachin Tendulkar,2013,1,2
Sachin Tendulkar,2014,0,1
Sachin Tendulkar,2015,0,1
Sachin Tendulkar,2016,0,0
Sachin Tendulkar,2017,0,0
Sachin Tendulkar,2018,0,0
Sachin Tendulkar,2019,0,0
Sachin Tendulkar,2020,0,0
Sachin Tendulkar,2021,0,0
Sachin Tendulkar,2022,0,0
Sachin Tendulkar,2023,0,0
Sachin Tendulkar,2024,0,0
Sai Kishore,2008,0,0
Sai Kishore,2009,0,0
Sai Kishore,2010,0,0
Sai Kishore,2011,0,0
Sai Kishore,2012,0,0
Sai Kishore,2013,0,0
Sai Kishore,2014,0,0
Sai Kishore,2015,0,0
Sai Kishore,2016,0,0
Sai Kishore,2017,0,0
Sai Kishore,2018,0,0
Sai Kishore,2019,0,0
Sai Kishore,2020,0,0
Sai Kishore,2021,0,0
Sai Kishore,2022,0,0
Sai Kishore,2023,0,0
Sai Kishore,2024,1,1
Sai Sudharsan,2008,0,0
Sai Sudharsan,2009,0,0
Sai Sudharsan,2010,0,0
Sai Sudharsan,2011,0,0
Sai Sudharsan,2012,0,0
Sai Sudharsan,2013,0,0
Sai Sudharsan,2014,0,0
Sai Sudharsan,2015,0,0
Sai Sudharsan,2016,0,0
Sai Sudharsan,2017,0,0
Sai Sudharsan,2018,0,0
Sai Sudharsan,2019,0,0
Sai Sudharsan,2020,0,0
Sai Sudharsan,2021,0,0
Sai Sudharsan,2022,0,0
Sai Sudharsan,2023,1,1
Sai Sudharsan,2024,1,2
Sam Billings,2008,0,0
Sam Billings,2009,0,0
Sam Billings,2010,0,0
Sam Billings,2011,0,0
Sam Billings,2012,0,0
Sam Billings,2013,0,0
Sam Billings,2014,0,0
Sam Billings,2015,0,0
Sam Billings,2016,0,0
Sam Billings,2017,0,0
Sam Billings,2018,1,1
Sam Billings,2019,0,1
Sam Billings,2020,0,1
Sam Billings,2021,0,0
Sam Billings,2022,0,0
Sam Billings,2023,0,0
Sam Billings,2024,0,0
Sam Curran,2008,0,0
Sam Curran,2009,0,0
Sam Curran,2010,0,0
Sam Curran,2011,0,0
Sam Curran,2012,0,0
Sam Curran,2013,0,0
Sam Curran,2014,0,0
Sam Curran,2015,0,0
Sam Curran,2016,0,0
Sam Curran,2017,0,0
Sam Curran,2018,0,0
Sam Curran,2019,1,1
Sam Curran,2020,0,1
Sam Curran,2021,0,1
Sam Curran,2022,0,0
Sam Curran,2023,1,1
Sam Curran,2024,2,3
Sanath Jayasuriya,2008,2,2
Sanath Jayasuriya,2009,0,2
Sanath Jayasuriya,2010,0,2
Sanath Jayasuriya,2011,0,0
Sanath Jayasuriya,2012,0,0
Sanath Jayasuriya,2013,0,0
Sanath Jayasuriya,2014,0,0
Sanath Jayasuriya,2015,0,0
Sanath Jayasuriya,2016,0,0
Sanath Jayasuriya,2017,0,0
Sanath Jayasuriya,2018,0,0
Sanath Jayasuriya,2019,0,0
Sanath Jayasuriya,2020,0,0
Sanath Jayasuriya,2021,0,0
Sanath Jayasuriya,2022,0,0
Sanath Jayasuriya,2023,0,0
Sanath Jayasuriya,2024,0,0
Sandeep Sharma,2008,0,0
Sandeep Sharma,2009,0,0
Sandeep Sharma,2010,0,0
Sandeep Sharma,2011,0,0
Sandeep Sharma,2012,0,0
Sandeep Sharma,2013,0,0
Sandeep Sharma,2014,3,3
Sandeep Sharma,2015,0,3
Sandeep Sharma,2016,0,3
Sandeep Sharma,2017,2,2
Sandeep Sharma,2018,0,2
Sandeep Sharma,2019,0,2
Sandeep Sharma,2020,1,1
Sandeep Sharma,2021,0,1
Sandeep Sharma,2022,0,1
Sandeep Sharma,2023,0,0
Sandeep Sharma,2024,1,1
Sanju Samson,2008,0,0
Sanju Samson,2009,0,0
Sanju Samson,2010,0,0
Sanju Samson,2011,0,0
Sanju Samson,2012,0,0
Sanju Samson,2013,1,1
Sanju Samson,2014,0,1
Sanju Samson,2015,0,1
Sanju Samson,2016,1,1
Sanju Samson,2017,1,2
Sanju Samson,2018,2,4
Sanju Samson,2019,0,3
Sanju Samson,2020,2,4
Sanju Samson,2021,1,3
Sanju Samson,2022,1,4
Sanju Samson,2023,0,2
Sanju Samson,2024,2,3
Shadab Jakati,2008,0,0
Shadab Jakati,2009,1,1
Shadab Jakati,2010,0,1
Shadab Jakati,2011,0,1
Shadab Jakati,2012,0,0
Shadab Jakati,2013,0,0
Shadab Jakati,2014,0,0
Shadab Jakati,2015,0,0
Shadab Jakati,2016,0,0
Shadab Jakati,2017,0,0
Shadab Jakati,2018,0,0
Shadab Jakati,2019,0,0
Shadab Jakati,2020,0,0
Shadab Jakati,2021,0,0
Shadab Jakati,2022,0,0
Shadab Jakati,2023,0,0
Shadab Jakati,2024,0,0
Shahbaz Ahmad,2008,0,0
Shahbaz Ahmad,2009,0,0
Shahbaz Ahmad,2010,0,0
Shahbaz Ahmad,2011,0,0
Shahbaz Ahmad,2012,0,0
Shahbaz Ahmad,2013,0,0
Shahbaz Ahmad,2014,0,0
Shahbaz Ahmad,2015,0,0
Shahbaz Ahmad,2016,0,0
Shahbaz Ahmad,2017,0,0
Shahbaz Ahmad,2018,0,0
Shahbaz Ahmad,2019,0,0
Shahbaz Ahmad,2020,0,0
Shahbaz Ahmad,2021,0,0
Shahbaz Ahmad,2022,0,0
Shahbaz Ahmad,2023,0,0
Shahbaz Ahmad,2024,1,1
Shahbaz Nadeem,2008,0,0
Shahbaz Nadeem,2009,0,0
Shahbaz Nadeem,2010,0,0
Shahbaz Nadeem,2011,0,0
Shahbaz Nadeem,2012,1,1
Shahbaz Nadeem,2013,0,1
Shahbaz Nadeem,2014,0,1
Shahbaz Nadeem,2015,0,0
Shahbaz Nadeem,2016,0,0
Shahbaz Nadeem,2017,0,0
Shahbaz Nadeem,2018,0,0
Shahbaz Nadeem,2019,0,0
Shahbaz Nadeem,2020,1,1
Shahbaz Nadeem,2021,0,1
Shahbaz Nadeem,2022,0,1
Shahbaz Nadeem,2023,0,0
Shahbaz Nadeem,2024,0,0
Shakib Al Hasan,2008,0,0
Shakib Al Hasan,2009,0,0
Shakib Al Hasan,2010,0,0
Shakib Al Hasan,2011,0,0
Shakib Al Hasan,2012,2,2
Shakib Al Hasan,2013,0,2
Shakib Al Hasan,2014,0,2
Shakib Al Hasan,2015,0,0
Shakib Al Hasan,2016,0,0
Shakib Al Hasan,2017,0,0
Shakib Al Hasan,2018,0,0
Shakib Al Hasan,2019,0,0
Shakib Al Hasan,2020,0,0
Shakib Al Hasan,2021,0,0
Shakib Al Hasan,2022,0,0
Shakib Al Hasan,2023,0,0
Shakib Al Hasan,2024,0,0
Shane Warne,2008,0,0
Shane Warne,2009,1,1
Shane Warne,2010,1,2
Shane Warne,2011,2,4
Shane Warne,2012,0,3
Shane Warne,2013,0,2
Shane Warne,2014,0,0
Shane Warne,2015,0,0
Shane Warne,2016,0,0
Shane Warne,2017,0,0
Shane Warne,2018,0,0
Shane Warne,2019,0,0
Shane Warne,2020,0,0
Shane Warne,2021,0,0
Shane Warne,2022,0,0
Shane Warne,2023,0,0
Shane Warne,2024,0,0
Shane Watson,2008,4,4
Shane Watson,2009,0,4
Shane Watson,2010,0,4
Shane Watson,2011,1,1
Shane Watson,2012,2,3
Shane Watson,2013,1,4
Shane Watson,2014,0,3
Shane Watson,2015,1,2
Shane Watson,2016,1,2
Shane Watson,2017,0,2
Shane Watson,2018,3,4
Shane Watson,2019,2,5
Shane Watson,2020,1,6
Shane Watson,2021,0,3
Shane Watson,2022,0,1
Shane Watson,2023,0,0
Shane Watson,2024,0,0
Shardul Thakur,2008,0,0
Shardul Thakur,2009,0,0
Shardul Thakur,2010,0,0
Shardul Thakur,2011,0,0
Shardul Thakur,2012,0,0
Shardul Thakur,2013,0,0
Shardul Thakur,2014,0,0
Shardul Thakur,2015,0,0
Shardul Thakur,2016,0,0
Shardul Thakur,2017,0,0
Shardul Thakur,2018,0,0
Shardul Thakur,2019,0,0
Shardul Thakur,2020,0,0
Shardul Thakur,2021,0,0
Shardul Thakur,2022,1,1
Shardul Thakur,2023,1,2
Shardul Thakur,2024,0,2
Shashank Singh,2008,0,0
Shashank Singh,2009,0,0
Shashank Singh,2010,0,0
Shashank Singh,2011,0,0
Shashank Singh,2012,0,0
Shashank Singh,2013,0,0
Shashank Singh,2014,0,0
Shashank Singh,2015,0,0
Shashank Singh,2016,0,0
Shashank Singh,2017,0,0
Shashank Singh,2018,0,0
Shashank Singh,2019,0,0
Shashank Singh,2020,0,0
Shashank Singh,2021,0,0
Shashank Singh,2022,0,0
Shashank Singh,2023,0,0
Shashank Singh,2024,1,1
Shaun Marsh,2008,5,5
Shaun Marsh,2009,0,5
Shaun Marsh,2010,0,5
Shaun Marsh,2011,1,1
Shaun Marsh,2012,1,2
Shaun Marsh,2013,0,2
Shaun Marsh,2014,1,2
Shaun Marsh,2015,1,2
Shaun Marsh,2016,0,2
Shaun Marsh,2017,0,1
Shaun Marsh,2018,0,0
Shaun Marsh,2019,0,0
Shaun Marsh,2020,0,0
Shaun Marsh,2021,0,0
Shaun Marsh,2022,0,0
Shaun Marsh,2023,0,0
Shaun Marsh,2024,0,0
Shaun Pollock,2008,2,2
Shaun Pollock,2009,0,2
Shaun Pollock,2010,0,2
Shaun Pollock,2011,0,0
Shaun Pollock,2012,0,0
Shaun Pollock,2013,0,0
Shaun Pollock,2014,0,0
Shaun Pollock,2015,0,0
Shaun Pollock,2016,0,0
Shaun Pollock,2017,0,0
Shaun Pollock,2018,0,0
Shaun Pollock,2019,0,0
Shaun Pollock,2020,0,0
Shaun Pollock,2021,0,0
Shaun Pollock,2022,0,0
Shaun Pollock,2023,0,0
Shaun Pollock,2024,0,0
Shikhar Dhawan,2008,0,0
Shikhar Dhawan,2009,0,0
Shikhar Dhawan,2010,0,0
Shikhar Dhawan,2011,1,1
Shikhar Dhawan,2012,0,1
Shikhar Dhawan,2013,0,1
Shikhar Dhawan,2014,0,0
Shikhar Dhawan,2015,0,0
Shikhar Dhawan,2016,0,0
Shikhar Dhawan,2017,1,1
Shikhar Dhawan,2018,2,3
Shikhar Dhawan,2019,2,5
Shikhar Dhawan,2020,2,6
Shikhar Dhawan,2021,2,6
Shikhar Dhawan,2022,1,5
Shikhar Dhawan,2023,1,4
Shikhar Dhawan,2024,0,2
Shimron Hetmyer,2008,0,0
Shimron Hetmyer,2009,0,0
Shimron Hetmyer,2010,0,0
Shimron Hetmyer,2011,0,0
Shimron Hetmyer,2012,0,0
Shimron Hetmyer,2013,0,0
Shimron Hetmyer,2014,0,0
Shimron Hetmyer,2015,0,0
Shimron Hetmyer,2016,0,0
Shimron Hetmyer,2017,0,0
Shimron Hetmyer,2018,0,0
Shimron Hetmyer,2019,1,1
Shimron Hetmyer,2020,0,1
Shimron Hetmyer,2021,0,1
Shimron Hetmyer,2022,0,0
Shimron Hetmyer,2023,1,1
Shimron Hetmyer,2024,1,2
Shivam Dube,2008,0,0
Shivam Dube,2009,0,0
Shivam Dube,2010,0,0
Shivam Dube,2011,0,0
Shivam Dube,2012,0,0
Shivam Dube,2013,0,0
Shivam Dube,2014,0,0
Shivam Dube,2015,0,0
Shivam Dube,2016,0,0
Shivam Dube,2017,0,0
Shivam Dube,2018,0,0
Shivam Dube,2019,0,0
Shivam Dube,2020,0,0
Shivam Dube,2021,0,0
Shivam Dube,2022,1,1
Shivam Dube,2023,0,1
Shivam Dube,2024,1,2
Shivam Mavi,2008,0,0
Shivam Mavi,2009,0,0
Shivam Mavi,2010,0,0
Shivam Mavi,2011,0,0
Shivam Mavi,2012,0,0
Shivam Mavi,2013,0,0
Shivam Mavi,2014,0,0
Shivam Mavi,2015,0,0
Shivam Mavi,2016,0,0
Shivam Mavi,2017,0,0
Shivam Mavi,2018,0,0
Shivam Mavi,2019,0,0
Shivam Mavi,2020,1,1
Shivam Mavi,2021,1,2
Shivam Mavi,2022,0,2
Shivam Mavi,2023,0,1
Shivam Mavi,2024,0,0
Shoaib Akhtar,2008,1,1
Shoaib Akhtar,2009,0,1
Shoaib Akhtar,2010,0,1
Shoaib Akhtar,2011,0,0
Shoaib Akhtar,2012,0,0
Shoaib Akhtar,2013,0,0
Shoaib Akhtar,2014,0,0
Shoaib Akhtar,2015,0,0
Shoaib Akhtar,2016,0,0
Shoaib Akhtar,2017,0,0
Shoaib Akhtar,2018,0,0
Shoaib Akhtar,2019,0,0
Shoaib Akhtar,2020,0,0
Shoaib Akhtar,2021,0,0
Shoaib Akhtar,2022,0,0
Shoaib Akhtar,2023,0,0
Shoaib Akhtar,2024,0,0
Shreevats Goswami,2008,1,1
Shreevats Goswami,2009,0,1
Shreevats Goswami,2010,0,1
Shreevats Goswami,2011,0,0
Shreevats Goswami,2012,0,0
Shreevats Goswami,2013,0,0
Shreevats Goswami,2014,0,0
Shreevats Goswami,2015,0,0
Shreevats Goswami,2016,0,0
Shreevats Goswami,2017,0,0
Shreevats Goswami,2018,0,0
Shreevats Goswami,2019,0,0
Shreevats Goswami,2020,0,0
Shreevats Goswami,2021,0,0
Shreevats Goswami,2022,0,0
Shreevats Goswami,2023,0,0
Shreevats Goswami,2024,0,0
Shreyas Gopal,2008,0,0
Shreyas Gopal,2009,0,0
Shreyas Gopal,2010,0,0
Shreyas Gopal,2011,0,0
Shreyas Gopal,2012,0,0
Shreyas Gopal,2013,0,0
Shreyas Gopal,2014,0,0
Shreyas Gopal,2015,0,0
Shreyas Gopal,2016,0,0
Shreyas Gopal,2017,0,0
Shreyas Gopal,2018,1,1
Shreyas Gopal,2019,1,2
Shreyas Gopal,2020,0,2
Shreyas Gopal,2021,0,1
Shreyas Gopal,2022,0,0
Shreyas Gopal,2023,0,0
Shreyas Gopal,2024,0,0
Shreyas Iyer,2008,0,0
Shreyas Iyer,2009,0,0
Shreyas Iyer,2010,0,0
Shreyas Iyer,2011,0,0
Shreyas Iyer,2012,0,0
Shreyas Iyer,2013,0,0
Shreyas Iyer,2014,0,0
Shreyas Iyer,2015,1,1
Shreyas Iyer,2016,0,1
Shreyas Iyer,2017,1,2
Shreyas Iyer,2018,1,2
Shreyas Iyer,2019,1,3
Shreyas Iyer,2020,1,3
Shreyas Iyer,2021,1,3
Shreyas Iyer,2022,0,2
Shreyas Iyer,2023,0,1
Shreyas Iyer,2024,0,0
Shrikant Wagh,2008,0,0
Shrikant Wagh,2009,0,0
Shrikant Wagh,2010,0,0
Shrikant Wagh,2011,1,1
Shrikant Wagh,2012,0,1
Shrikant Wagh,2013,0,1
Shrikant Wagh,2014,0,0
Shrikant Wagh,2015,0,0
Shrikant Wagh,2016,0,0
Shrikant Wagh,2017,0,0
Shrikant Wagh,2018,0,0
Shrikant Wagh,2019,0,0
Shrikant Wagh,2020,0,0
Shrikant Wagh,2021,0,0
Shrikant Wagh,2022,0,0
Shrikant Wagh,2023,0,0
Shrikant Wagh,2024,0,0
Shubman Gill,2008,0,0
Shubman Gill,2009,0,0
Shubman Gill,2010,0,0
Shubman Gill,2011,0,0
Shubman Gill,2012,0,0
Shubman Gill,2013,0,0
Shubman Gill,2014,0,0
Shubman Gill,2015,0,0
Shubman Gill,2016,0,0
Shubman Gill,2017,0,0
Shubman Gill,2018,0,0
Shubman Gill,2019,1,1
Shubman Gill,2020,1,2
Shubman Gill,2021,1,3
Shubman Gill,2022,2,4
Shubman Gill,2023,4,7
Shubman Gill,2024,0,6
Siddharth Trivedi,2008,0,0
Siddharth Trivedi,2009,0,0
Siddharth Trivedi,2010,0,0
Siddharth Trivedi,2011,1,1
Siddharth Trivedi,2012,0,1
Siddharth Trivedi,2013,1,2
Siddharth Trivedi,2014,0,1
Siddharth Trivedi,2015,0,1
Siddharth Trivedi,2016,0,0
Siddharth Trivedi,2017,0,0
Siddharth Trivedi,2018,0,0
Siddharth Trivedi,2019,0,0
Siddharth Trivedi,2020,0,0
Siddharth Trivedi,2021,0,0
Siddharth Trivedi,2022,0,0
Siddharth Trivedi,2023,0,0
Siddharth Trivedi,2024,0,0
Sikandar Raza,2008,0,0
Sikandar Raza,2009,0,0
Sikandar Raza,2010,0,0
Sikandar Raza,2011,0,0
Sikandar Raza,2012,0,0
Sikandar Raza,2013,0,0
Sikandar Raza,2014,0,0
Sikandar Raza,2015,0,0
Sikandar Raza,2016,0,0
Sikandar Raza,2017,0,0
Sikandar Raza,2018,0,0
Sikandar Raza,2019,0,0
Sikandar Raza,2020,0,0
Sikandar Raza,2021,0,0
Sikandar Raza,2022,0,0
Sikandar Raza,2023,1,1
Sikandar Raza,2024,0,1
Simarjeet Singh,2008,0,0
Simarjeet Singh,2009,0,0
Simarjeet Singh,2010,0,0
Simarjeet Singh,2011,0,0
Simarjeet Singh,2012,0,0
Simarjeet Singh,2013,0,0
Simarjeet Singh,2014,0,0
Simarjeet Singh,2015,0,0
Simarjeet Singh,2016,0,0
Simarjeet Singh,2017,0,0
Simarjeet Singh,2018,0,0
Simarjeet Singh,2019,0,0
Simarjeet Singh,2020,0,0
Simarjeet Singh,2021,0,0
Simarjeet Singh,2022,0,0
Simarjeet Singh,2023,0,0
Simarjeet Singh,2024,1,1
Simon Katich,2008,1,1
Simon Katich,2009,0,1
Simon Katich,2010,0,1
Simon Katich,2011,0,0
Simon Katich,2012,0,0
Simon Katich,2013,0,0
Simon Katich,2014,0,0
Simon Katich,2015,0,0
Simon Katich,2016,0,0
Simon Katich,2017,0,0
Simon Katich,2018,0,0
Simon Katich,2019,0,0
Simon Katich,2020,0,0
Simon Katich,2021,0,0
Simon Katich,2022,0,0
Simon Katich,2023,0,0
Simon Katich,2024,0,0
Sohail Tanvir,2008,2,2
Sohail Tanvir,2009,0,2
Sohail Tanvir,2010,0,2
Sohail Tanvir,2011,0,0
Sohail Tanvir,2012,0,0
Sohail Tanvir,2013,0,0
Sohail Tanvir,2014,0,0
Sohail Tanvir,2015,0,0
Sohail Tanvir,2016,0,0
Sohail Tanvir,2017,0,0
Sohail Tanvir,2018,0,0
Sohail Tanvir,2019,0,0
Sohail Tanvir,2020,0,0
Sohail Tanvir,2021,0,0
Sohail Tanvir,2022,0,0
Sohail Tanvir,2023,0,0
Sohail Tanvir,2024,0,0
Sourav Ganguly,2008,2,2
Sourav Ganguly,2009,0,2
Sourav Ganguly,2010,2,4
Sourav Ganguly,2011,0,2
Sourav Ganguly,2012,1,3
Sourav Ganguly,2013,0,1
Sourav Ganguly,2014,0,1
Sourav Ganguly,2015,0,0
Sourav Ganguly,2016,0,0
